,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,popularity,genres
The Headmaster Ritual - 2011 Remaster,0.388,0.955,9,-6.184,1,0.0411,0.00201,0.0366,0.146,0.693,150.352,audio_features,4tFGNFIIZ9ANSewxGZyiDD,spotify:track:4tFGNFIIZ9ANSewxGZyiDD,https://api.spotify.com/v1/tracks/4tFGNFIIZ9ANSewxGZyiDD,https://api.spotify.com/v1/audio-analysis/4tFGNFIIZ9ANSewxGZyiDD,295440,4,52,"['dance rock', 'madchester', 'new wave', 'permanent wave', 'rock', 'uk post-punk']"
Nuke Toronto,0.55,0.707,7,-6.555,1,0.0395,0.35,2.23e-06,0.235,0.893,133.981,audio_features,6ExWPPY89ufl6vTiSN2ADa,spotify:track:6ExWPPY89ufl6vTiSN2ADa,https://api.spotify.com/v1/tracks/6ExWPPY89ufl6vTiSN2ADa,https://api.spotify.com/v1/audio-analysis/6ExWPPY89ufl6vTiSN2ADa,127400,4,5,['hamilton on indie']
Turn It Off,0.501,0.4,5,-10.619,1,0.456,0.675,0.0,0.553,0.581,165.764,audio_features,4KxScFD978w73Hhdi0MODz,spotify:track:4KxScFD978w73Hhdi0MODz,https://api.spotify.com/v1/tracks/4KxScFD978w73Hhdi0MODz,https://api.spotify.com/v1/audio-analysis/4KxScFD978w73Hhdi0MODz,303360,4,0,"['hollywood', 'show tunes']"
Ultralight Beam,0.592,0.403,0,-8.768,0,0.414,0.62,0.0,0.54,0.391,105.169,audio_features,1eQBEelI2NCy7AUTerX0KS,spotify:track:1eQBEelI2NCy7AUTerX0KS,https://api.spotify.com/v1/tracks/1eQBEelI2NCy7AUTerX0KS,https://api.spotify.com/v1/audio-analysis/1eQBEelI2NCy7AUTerX0KS,320680,4,70,"['chicago rap', 'rap']"
Le scotch goûte le vent,0.501,0.196,0,-8.957,1,0.0335,0.817,1.5e-05,0.504,0.363,85.868,audio_features,5oufl7hMNNdaDkzr6PrTvi,spotify:track:5oufl7hMNNdaDkzr6PrTvi,https://api.spotify.com/v1/tracks/5oufl7hMNNdaDkzr6PrTvi,https://api.spotify.com/v1/audio-analysis/5oufl7hMNNdaDkzr6PrTvi,283720,4,30,"['canadian blues', 'indie quebecois']"
Staring Out The Window At Your Old Apartment,0.37,0.435,7,-6.826,1,0.0281,0.362,0.0,0.305,0.31,167.561,audio_features,66qHhgFEyGRYZGCoyCCgwr,spotify:track:66qHhgFEyGRYZGCoyCCgwr,https://api.spotify.com/v1/tracks/66qHhgFEyGRYZGCoyCCgwr,https://api.spotify.com/v1/audio-analysis/66qHhgFEyGRYZGCoyCCgwr,201853,4,19,"['alternative emo', 'anti-folk', 'emo', 'folk punk', 'indie punk', 'indie rock', 'lo-fi', 'modern power pop']"
Call Me Lothar,0.859,0.396,7,-12.636,1,0.0378,0.871,0.000123,0.0776,0.868,132.451,audio_features,1kLp9tUMoBaG3o4haYUzbz,spotify:track:1kLp9tUMoBaG3o4haYUzbz,https://api.spotify.com/v1/tracks/1kLp9tUMoBaG3o4haYUzbz,https://api.spotify.com/v1/audio-analysis/1kLp9tUMoBaG3o4haYUzbz,145693,4,4,['hamilton on indie']
FML,0.527,0.415,5,-7.184,1,0.131,0.329,0.0,0.195,0.12,125.357,audio_features,30Zcjs7pgEkmJA1lEbGSWT,spotify:track:30Zcjs7pgEkmJA1lEbGSWT,https://api.spotify.com/v1/tracks/30Zcjs7pgEkmJA1lEbGSWT,https://api.spotify.com/v1/audio-analysis/30Zcjs7pgEkmJA1lEbGSWT,236120,4,67,"['chicago rap', 'rap']"
Ballskin,0.768,0.589,5,-4.365,1,0.238,0.246,0.0,0.0673,0.8,88.899,audio_features,0orWLJBq2WYN04YhqChN44,spotify:track:0orWLJBq2WYN04YhqChN44,https://api.spotify.com/v1/tracks/0orWLJBq2WYN04YhqChN44,https://api.spotify.com/v1/audio-analysis/0orWLJBq2WYN04YhqChN44,90120,4,0,"['alternative hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'rap']"
Black Hills,0.302,0.879,9,-4.838,1,0.0959,0.0143,0.0,0.165,0.547,171.444,audio_features,6ODJcfCOLecNJjQHUoneXe,spotify:track:6ODJcfCOLecNJjQHUoneXe,https://api.spotify.com/v1/tracks/6ODJcfCOLecNJjQHUoneXe,https://api.spotify.com/v1/audio-analysis/6ODJcfCOLecNJjQHUoneXe,136224,4,0,"['indie punk', 'indie rock', 'philly indie']"
All That's Known - Original Broadway Cast Recording/2006,0.679,0.525,10,-8.779,1,0.0429,0.599,0.0,0.219,0.831,101.086,audio_features,2rva0M9ct40LyAxwFi047X,spotify:track:2rva0M9ct40LyAxwFi047X,https://api.spotify.com/v1/tracks/2rva0M9ct40LyAxwFi047X,https://api.spotify.com/v1/audio-analysis/2rva0M9ct40LyAxwFi047X,121533,4,43,"['hollywood', 'show tunes']"
BLOOD.,0.357,0.238,8,-16.78,0,0.265,0.142,0.0859,0.55,0.494,156.907,audio_features,1n4jwRVXdkK2U34nBDUKKT,spotify:track:1n4jwRVXdkK2U34nBDUKKT,https://api.spotify.com/v1/tracks/1n4jwRVXdkK2U34nBDUKKT,https://api.spotify.com/v1/audio-analysis/1n4jwRVXdkK2U34nBDUKKT,118067,4,60,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
Still Hurting,0.308,0.167,0,-12.986,1,0.0349,0.863,0.00163,0.433,0.0824,97.16,audio_features,0nIRxNfWcd1ZpgGfUMIfUs,spotify:track:0nIRxNfWcd1ZpgGfUMIfUs,https://api.spotify.com/v1/tracks/0nIRxNfWcd1ZpgGfUMIfUs,https://api.spotify.com/v1/audio-analysis/0nIRxNfWcd1ZpgGfUMIfUs,301160,4,0,['broadway']
Wave Goodnight To Me,0.35,0.973,4,-4.007,1,0.0816,0.00271,0.0,0.331,0.654,163.711,audio_features,76DtF1IEL3Op0Jo7YTi6I9,spotify:track:76DtF1IEL3Op0Jo7YTi6I9,https://api.spotify.com/v1/tracks/76DtF1IEL3Op0Jo7YTi6I9,https://api.spotify.com/v1/audio-analysis/76DtF1IEL3Op0Jo7YTi6I9,179907,4,20,"['alternative emo', 'anti-folk', 'emo', 'folk punk', 'indie punk', 'indie rock', 'lo-fi', 'modern power pop']"
In the Aeroplane Over the Sea,0.275,0.714,7,-5.124,1,0.0328,0.395,0.0,0.115,0.242,94.082,audio_features,4OciRObYGzPzlU40U7YRc8,spotify:track:4OciRObYGzPzlU40U7YRc8,https://api.spotify.com/v1/tracks/4OciRObYGzPzlU40U7YRc8,https://api.spotify.com/v1/audio-analysis/4OciRObYGzPzlU40U7YRc8,202347,3,64,"['alternative rock', 'anti-folk', 'athens indie', 'chamber pop', 'e6fi', 'freak folk', 'indie pop', 'indie rock', 'lo-fi', 'modern rock', 'noise pop']"
Brun - La couleur de l'amour,0.706,0.649,0,-4.611,1,0.0647,0.38,0.0,0.131,0.602,117.819,audio_features,1c18FwLZZ2ce1E7vuR2XRs,spotify:track:1c18FwLZZ2ce1E7vuR2XRs,https://api.spotify.com/v1/tracks/1c18FwLZZ2ce1E7vuR2XRs,https://api.spotify.com/v1/audio-analysis/1c18FwLZZ2ce1E7vuR2XRs,291747,4,39,"['canadian blues', 'indie quebecois']"
Good to Be Back Home,0.716,0.546,8,-8.43,0,0.0508,0.0649,0.202,0.0707,0.543,96.387,audio_features,3hWF7lQrm6Xy9niv8h20H9,spotify:track:3hWF7lQrm6Xy9niv8h20H9,https://api.spotify.com/v1/tracks/3hWF7lQrm6Xy9niv8h20H9,https://api.spotify.com/v1/audio-analysis/3hWF7lQrm6Xy9niv8h20H9,181362,4,2,"['funk', 'soul']"
Out On the Shield,0.544,0.923,3,-4.871,1,0.128,0.015,4.78e-05,0.0858,0.528,157.98,audio_features,0Bi6P2lA2b5IzbAG3X4YKM,spotify:track:0Bi6P2lA2b5IzbAG3X4YKM,https://api.spotify.com/v1/tracks/0Bi6P2lA2b5IzbAG3X4YKM,https://api.spotify.com/v1/audio-analysis/0Bi6P2lA2b5IzbAG3X4YKM,176240,4,25,"['canadian indie', 'deep new americana', 'modern rock', 'vancouver indie']"
Fine,0.609,0.311,9,-10.159,1,0.155,0.888,2.86e-06,0.0863,0.577,181.691,audio_features,3wrvXPrx8at1R5Y697RA1x,spotify:track:3wrvXPrx8at1R5Y697RA1x,https://api.spotify.com/v1/tracks/3wrvXPrx8at1R5Y697RA1x,https://api.spotify.com/v1/audio-analysis/3wrvXPrx8at1R5Y697RA1x,209320,4,0,"['broadway', 'show tunes']"
Get Old Forever,0.421,0.905,4,-5.644,1,0.0607,0.000509,8.35e-05,0.611,0.286,96.44,audio_features,3uAogJxTL3wyQIii0nhPKZ,spotify:track:3uAogJxTL3wyQIii0nhPKZ,https://api.spotify.com/v1/tracks/3uAogJxTL3wyQIii0nhPKZ,https://api.spotify.com/v1/audio-analysis/3uAogJxTL3wyQIii0nhPKZ,199853,4,16,"['alternative emo', 'anti-folk', 'emo', 'folk punk', 'indie punk', 'indie rock', 'lo-fi', 'modern power pop']"
Dirty Laundry,0.319,0.892,4,-6.282,1,0.054,0.0021,0.0528,0.187,0.749,158.895,audio_features,1auCOkxypxRAdwJMKBQ3KV,spotify:track:1auCOkxypxRAdwJMKBQ3KV,https://api.spotify.com/v1/tracks/1auCOkxypxRAdwJMKBQ3KV,https://api.spotify.com/v1/audio-analysis/1auCOkxypxRAdwJMKBQ3KV,136716,4,0,"['indie punk', 'indie rock', 'philly indie']"
Ex-Factor,0.593,0.619,3,-9.003,0,0.0976,0.118,0.0,0.484,0.668,80.02,audio_features,2XCTU3DJ9W6glWSkM2uQTS,spotify:track:2XCTU3DJ9W6glWSkM2uQTS,https://api.spotify.com/v1/tracks/2XCTU3DJ9W6glWSkM2uQTS,https://api.spotify.com/v1/audio-analysis/2XCTU3DJ9W6glWSkM2uQTS,326533,4,13,"['conscious hip hop', 'dance pop', 'hip pop', 'neo soul', 'new jersey rap', 'pop', 'r&b', 'urban contemporary']"
MVP,0.625,0.312,9,-11.784,0,0.0306,0.817,0.0,0.338,0.404,90.126,audio_features,38Mlr6ejZvZQdYlCd3VuZi,spotify:track:38Mlr6ejZvZQdYlCd3VuZi,https://api.spotify.com/v1/tracks/38Mlr6ejZvZQdYlCd3VuZi,https://api.spotify.com/v1/audio-analysis/38Mlr6ejZvZQdYlCd3VuZi,132240,4,3,['hamilton on indie']
Counting Sheep,0.638,0.217,7,-9.234,1,0.0496,0.648,0.0,0.117,0.374,99.429,audio_features,0o4933J3IfGJhbqTlpoGmd,spotify:track:0o4933J3IfGJhbqTlpoGmd,https://api.spotify.com/v1/tracks/0o4933J3IfGJhbqTlpoGmd,https://api.spotify.com/v1/audio-analysis/0o4933J3IfGJhbqTlpoGmd,207347,4,28,"['anti-folk', 'indie folk', 'indie pop', 'indie rock', 'melancholia', 'omaha indie', 'stomp and holler']"
King of Carrot Flowers Pt. 1,0.419,0.519,5,-6.47,1,0.0334,0.11,0.889,0.409,0.343,94.044,audio_features,17Nowmq4iF2rkbd1rAe1Vt,spotify:track:17Nowmq4iF2rkbd1rAe1Vt,https://api.spotify.com/v1/tracks/17Nowmq4iF2rkbd1rAe1Vt,https://api.spotify.com/v1/audio-analysis/17Nowmq4iF2rkbd1rAe1Vt,120427,4,58,"['alternative rock', 'anti-folk', 'athens indie', 'chamber pop', 'e6fi', 'freak folk', 'indie pop', 'indie rock', 'lo-fi', 'modern rock', 'noise pop']"
"I'm Serious, I'm Sorry",0.424,0.496,4,-7.558,1,0.122,0.00877,1.97e-05,0.11,0.415,151.731,audio_features,3SrrXV0augn9NzEAVLUEZ5,spotify:track:3SrrXV0augn9NzEAVLUEZ5,https://api.spotify.com/v1/tracks/3SrrXV0augn9NzEAVLUEZ5,https://api.spotify.com/v1/audio-analysis/3SrrXV0augn9NzEAVLUEZ5,167840,4,17,"['alternative emo', 'anti-folk', 'emo', 'folk punk', 'indie punk', 'indie rock', 'lo-fi', 'modern power pop']"
Pink + White,0.544,0.552,9,-7.45,1,0.0991,0.67,4.57e-05,0.415,0.554,159.738,audio_features,3xKsf9qdS1CyvXSMEid6g8,spotify:track:3xKsf9qdS1CyvXSMEid6g8,https://api.spotify.com/v1/tracks/3xKsf9qdS1CyvXSMEid6g8,https://api.spotify.com/v1/audio-analysis/3xKsf9qdS1CyvXSMEid6g8,184516,3,76,"['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']"
B.C. Orienteering,0.617,0.758,0,-6.989,1,0.0281,0.136,1.31e-06,0.105,0.38,128.855,audio_features,7Dx142I9szlirlTDBgXouo,spotify:track:7Dx142I9szlirlTDBgXouo,https://api.spotify.com/v1/tracks/7Dx142I9szlirlTDBgXouo,https://api.spotify.com/v1/audio-analysis/7Dx142I9szlirlTDBgXouo,261467,4,20,"['canadian indie', 'deep new americana', 'modern rock', 'vancouver indie']"
Doomsday,0.852,0.816,6,-7.809,0,0.319,0.105,0.0,0.0794,0.849,95.415,audio_features,70We9AqHenA4jcmXmKzJnZ,spotify:track:70We9AqHenA4jcmXmKzJnZ,https://api.spotify.com/v1/tracks/70We9AqHenA4jcmXmKzJnZ,https://api.spotify.com/v1/audio-analysis/70We9AqHenA4jcmXmKzJnZ,298073,4,61,"['alternative hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'rap']"
Journey To The Center Of The Earth,0.266,0.454,9,-9.159,1,0.0298,0.244,0.0431,0.0853,0.135,85.703,audio_features,7IGwKwod6fAirfza8xB9q1,spotify:track:7IGwKwod6fAirfza8xB9q1,https://api.spotify.com/v1/tracks/7IGwKwod6fAirfza8xB9q1,https://api.spotify.com/v1/audio-analysis/7IGwKwod6fAirfza8xB9q1,190253,4,0,"['folk punk', 'indie punk', 'indie rock']"
Too Small For Eyes,0.464,0.112,7,-9.989,1,0.0372,0.92,0.000298,0.124,0.142,118.208,audio_features,0LcvJYoMGlCziNEflghEVl,spotify:track:0LcvJYoMGlCziNEflghEVl,https://api.spotify.com/v1/tracks/0LcvJYoMGlCziNEflghEVl,https://api.spotify.com/v1/audio-analysis/0LcvJYoMGlCziNEflghEVl,347015,3,26,['indie rock']
Everything In Its Right Place,0.293,0.462,5,-11.412,0,0.0453,0.699,0.0444,0.0954,0.0623,124.004,audio_features,5AiNZnMDCWwujIENPj9PV9,spotify:track:5AiNZnMDCWwujIENPj9PV9,https://api.spotify.com/v1/tracks/5AiNZnMDCWwujIENPj9PV9,https://api.spotify.com/v1/audio-analysis/5AiNZnMDCWwujIENPj9PV9,251427,5,63,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']"
Adult Diversion,0.327,0.948,8,-4.355,1,0.0711,0.0355,0.515,0.126,0.469,177.328,audio_features,2VvfTbJWcguP88dvnpH7hl,spotify:track:2VvfTbJWcguP88dvnpH7hl,https://api.spotify.com/v1/tracks/2VvfTbJWcguP88dvnpH7hl,https://api.spotify.com/v1/audio-analysis/2VvfTbJWcguP88dvnpH7hl,207640,4,35,"['art pop', 'indie pop', 'indie rock', 'shoegaze', 'toronto indie']"
Loose Lips,0.603,0.429,2,-9.668,1,0.25,0.734,0.0,0.265,0.799,144.7,audio_features,3qp9uvrwIESgqrVkQJi9WG,spotify:track:3qp9uvrwIESgqrVkQJi9WG,https://api.spotify.com/v1/tracks/3qp9uvrwIESgqrVkQJi9WG,https://api.spotify.com/v1/audio-analysis/3qp9uvrwIESgqrVkQJi9WG,147987,4,45,"['anti-folk', 'folk punk', 'olympia wa indie']"
The Woman That Loves You,0.517,0.772,6,-5.941,0,0.0401,0.000334,0.653,0.104,0.33,109.836,audio_features,1Ddmip7ro8VGzhTbDE4pcg,spotify:track:1Ddmip7ro8VGzhTbDE4pcg,https://api.spotify.com/v1/tracks/1Ddmip7ro8VGzhTbDE4pcg,https://api.spotify.com/v1/audio-analysis/1Ddmip7ro8VGzhTbDE4pcg,144678,4,36,"['art pop', 'dream pop', 'indie pop', 'indie rock', 'indietronica', 'philly indie']"
I Forgot to Take My Meds Today,0.403,0.938,6,-4.431,1,0.0613,0.00308,0.0,0.193,0.357,109.934,audio_features,62JrC46ExbWIMTriWbyr6N,spotify:track:62JrC46ExbWIMTriWbyr6N,https://api.spotify.com/v1/tracks/62JrC46ExbWIMTriWbyr6N,https://api.spotify.com/v1/audio-analysis/62JrC46ExbWIMTriWbyr6N,145216,4,0,"['albany ny indie', 'alternative emo', 'diy emo', 'emo', 'indie punk', 'indie rock', 'midwest emo']"
Cosmic Hero,0.591,0.48,0,-7.455,1,0.0343,0.0765,0.582,0.0787,0.154,117.079,audio_features,38zlEhdgHFt5YGZHZvHi1Y,spotify:track:38zlEhdgHFt5YGZHZvHi1Y,https://api.spotify.com/v1/tracks/38zlEhdgHFt5YGZHZvHi1Y,https://api.spotify.com/v1/audio-analysis/38zlEhdgHFt5YGZHZvHi1Y,511533,4,43,"['alternative rock', 'indie pop', 'indie punk', 'indie rock', 'lo-fi', 'modern rock', 'noise pop']"
Four Strong Winds,0.676,0.166,4,-12.505,1,0.0296,0.919,0.000107,0.134,0.339,109.35,audio_features,34W4NjAmgEmHPzXjzMISND,spotify:track:34W4NjAmgEmHPzXjzMISND,https://api.spotify.com/v1/tracks/34W4NjAmgEmHPzXjzMISND,https://api.spotify.com/v1/audio-analysis/34W4NjAmgEmHPzXjzMISND,274600,4,25,"['arkansas country', 'outlaw country']"
Gloria: In Excelsis Deo,0.425,0.799,9,-8.364,1,0.211,0.0611,3.53e-06,0.0962,0.434,146.389,audio_features,40P5fjk0H3Zo7yBW9zQbBR,spotify:track:40P5fjk0H3Zo7yBW9zQbBR,https://api.spotify.com/v1/tracks/40P5fjk0H3Zo7yBW9zQbBR,https://api.spotify.com/v1/audio-analysis/40P5fjk0H3Zo7yBW9zQbBR,354533,4,31,"['art pop', 'art punk', 'art rock', 'dance rock', 'folk rock', 'permanent wave', 'protopunk', 'rock']"
