,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,popularity,genres
Quite Like You,0.898,0.408,8,-11.688,1,0.0778,0.227,0.0467,0.119,0.691,124.074,audio_features,5vVVAOSbDrlV1GVCruE6mI,spotify:track:5vVVAOSbDrlV1GVCruE6mI,https://api.spotify.com/v1/tracks/5vVVAOSbDrlV1GVCruE6mI,https://api.spotify.com/v1/audio-analysis/5vVVAOSbDrlV1GVCruE6mI,205533,4,38,"['canadian folk', 'canadian indie', 'chamber pop', 'deep new americana', 'freak folk', 'indie folk', 'indie rock', 'saskatchewan indie', 'stomp and holler']"
Harriet,0.483,0.603,2,-5.813,1,0.0303,0.138,0.000333,0.0811,0.374,110.989,audio_features,3xINMBsBb3iqWyvei2GEUh,spotify:track:3xINMBsBb3iqWyvei2GEUh,https://api.spotify.com/v1/tracks/3xINMBsBb3iqWyvei2GEUh,https://api.spotify.com/v1/audio-analysis/3xINMBsBb3iqWyvei2GEUh,306124,3,42,"['canadian indie', 'deep new americana', 'newfoundland indie', 'nl folk']"
Helplessness Blues,0.324,0.463,8,-7.247,1,0.0336,0.0781,5.63e-06,0.103,0.2,125.295,audio_features,4UkynNKM3QAFnYukL8Udi6,spotify:track:4UkynNKM3QAFnYukL8Udi6,https://api.spotify.com/v1/tracks/4UkynNKM3QAFnYukL8Udi6,https://api.spotify.com/v1/audio-analysis/4UkynNKM3QAFnYukL8Udi6,303387,3,56,"['chamber pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'modern rock', 'seattle indie', 'stomp and holler']"
New York,0.373,0.449,10,-11.646,1,0.144,0.892,1.26e-05,0.175,0.327,137.866,audio_features,5IXTT9RvcVupmzLTFqIInj,spotify:track:5IXTT9RvcVupmzLTFqIInj,https://api.spotify.com/v1/tracks/5IXTT9RvcVupmzLTFqIInj,https://api.spotify.com/v1/audio-analysis/5IXTT9RvcVupmzLTFqIInj,154960,4,55,"['art pop', 'chamber pop', 'electropop', 'escape room', 'etherpop', 'freak folk', 'indie pop', 'indie rock', 'indietronica', 'metropopolis']"
Should Have Known Better,0.571,0.172,7,-20.7,1,0.0318,0.979,0.275,0.124,0.297,90.972,audio_features,5I6y1KWmUoV5YCaIEcs1qs,spotify:track:5I6y1KWmUoV5YCaIEcs1qs,https://api.spotify.com/v1/tracks/5I6y1KWmUoV5YCaIEcs1qs,https://api.spotify.com/v1/audio-analysis/5I6y1KWmUoV5YCaIEcs1qs,307698,4,64,"['baroque pop', 'chamber pop', 'freak folk', 'indie folk', 'singer-songwriter']"
Hollywood Forever Cemetery Sings,0.583,0.831,9,-3.417,1,0.0289,0.0502,0.272,0.04,0.628,94.009,audio_features,0wzruvvN7f5wu39aFcjTMw,spotify:track:0wzruvvN7f5wu39aFcjTMw,https://api.spotify.com/v1/tracks/0wzruvvN7f5wu39aFcjTMw,https://api.spotify.com/v1/audio-analysis/0wzruvvN7f5wu39aFcjTMw,190613,4,56,"['art pop', 'chamber pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'rock', 'stomp and holler']"
Edge of Town,0.325,0.8,1,-3.891,1,0.0344,0.00589,0.000373,0.0604,0.313,104.984,audio_features,7cSX4wnBuNLY28CqqUMqGM,spotify:track:7cSX4wnBuNLY28CqqUMqGM,https://api.spotify.com/v1/tracks/7cSX4wnBuNLY28CqqUMqGM,https://api.spotify.com/v1/audio-analysis/7cSX4wnBuNLY28CqqUMqGM,224038,4,3,"['australian garage punk', 'australian hip hop', 'australian indie', 'australian pop', 'sydney indie']"
Slip Away,0.603,0.509,1,-6.824,1,0.0312,0.371,2.66e-05,0.0627,0.572,136.592,audio_features,6rdPOO6QBwbDwfBJrXkb3S,spotify:track:6rdPOO6QBwbDwfBJrXkb3S,https://api.spotify.com/v1/tracks/6rdPOO6QBwbDwfBJrXkb3S,https://api.spotify.com/v1/audio-analysis/6rdPOO6QBwbDwfBJrXkb3S,165330,4,41,"['art pop', 'chamber pop', 'chillwave', 'dance pop', 'dream pop', 'electropop', 'experimental pop', 'freak folk', 'indie pop', 'indie rock', 'indietronica', 'seattle indie']"
Every Time the Sun Comes Up,0.663,0.522,1,-8.741,1,0.0374,0.392,5.41e-06,0.197,0.301,99.765,audio_features,38ydcsbayM4oX21Hhu84DT,spotify:track:38ydcsbayM4oX21Hhu84DT,https://api.spotify.com/v1/tracks/38ydcsbayM4oX21Hhu84DT,https://api.spotify.com/v1/audio-analysis/38ydcsbayM4oX21Hhu84DT,262520,4,62,"['art pop', 'chamber pop', 'chamber psych', 'dream pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'melancholia', 'new americana', 'new jersey indie', 'stomp and holler']"
Baby,0.622,0.253,2,-14.36,1,0.0331,0.435,0.471,0.0941,0.336,92.584,audio_features,2TUdxbIF3rpY887d8m0ZGV,spotify:track:2TUdxbIF3rpY887d8m0ZGV,https://api.spotify.com/v1/tracks/2TUdxbIF3rpY887d8m0ZGV,https://api.spotify.com/v1/audio-analysis/2TUdxbIF3rpY887d8m0ZGV,287427,4,60,"['alternative dance', 'alternative rock', 'art pop', 'art rock', 'chamber pop', 'chillwave', 'dream pop', 'experimental pop', 'freak folk', 'indie garage rock', 'indie pop', 'indie rock', 'la indie', 'lo-fi', 'neo-psychedelic', 'new rave', 'new weird america', 'noise pop', 'nu gaze']"
Time Moves Slow,0.627,0.379,11,-10.645,0,0.0496,0.513,0.0226,0.1,0.335,139.954,audio_features,5XK1xClRUXSwCUu4I0E1RV,spotify:track:5XK1xClRUXSwCUu4I0E1RV,https://api.spotify.com/v1/tracks/5XK1xClRUXSwCUu4I0E1RV,https://api.spotify.com/v1/audio-analysis/5XK1xClRUXSwCUu4I0E1RV,273867,4,41,"['alternative hip hop', 'canadian modern jazz', 'escape room', 'funk', 'indie soul']"
Loving Is Easy,0.756,0.609,3,-7.927,1,0.0544,0.217,0.00474,0.096,0.537,117.023,audio_features,5EYi2rH4LYs6M21ZLOyQTx,spotify:track:5EYi2rH4LYs6M21ZLOyQTx,https://api.spotify.com/v1/tracks/5EYi2rH4LYs6M21ZLOyQTx,https://api.spotify.com/v1/audio-analysis/5EYi2rH4LYs6M21ZLOyQTx,155720,4,78,"['bedroom pop', 'indie r&b', 'pop']"
Kids,0.492,0.964,8,-3.475,1,0.0729,0.00046,0.00582,0.434,0.703,157.036,audio_features,6DS51W3CvxpUO3Z8XXfKok,spotify:track:6DS51W3CvxpUO3Z8XXfKok,https://api.spotify.com/v1/tracks/6DS51W3CvxpUO3Z8XXfKok,https://api.spotify.com/v1/audio-analysis/6DS51W3CvxpUO3Z8XXfKok,210160,4,41,"['alternative emo', 'canadian indie', 'canadian pop punk', 'canadian punk', 'indie punk', 'indie rock', 'toronto indie']"
You're Out Wasting,0.559,0.413,7,-13.439,1,0.0338,0.896,0.000601,0.133,0.336,131.174,audio_features,2ypirhp1PWSsr8gNioHBkJ,spotify:track:2ypirhp1PWSsr8gNioHBkJ,https://api.spotify.com/v1/tracks/2ypirhp1PWSsr8gNioHBkJ,https://api.spotify.com/v1/audio-analysis/2ypirhp1PWSsr8gNioHBkJ,226720,4,32,"['canadian folk', 'canadian indie', 'chamber pop', 'deep new americana', 'freak folk', 'indie folk', 'indie rock', 'saskatchewan indie', 'stomp and holler']"
Inside Out,0.621,0.62,0,-4.721,1,0.0293,0.459,0.162,0.0771,0.515,176.016,audio_features,7qCZgvV98j6RjUULW1s1it,spotify:track:7qCZgvV98j6RjUULW1s1it,https://api.spotify.com/v1/tracks/7qCZgvV98j6RjUULW1s1it,https://api.spotify.com/v1/audio-analysis/7qCZgvV98j6RjUULW1s1it,301960,4,61,"['alternative dance', 'alternative rock', 'austindie', 'dance-punk', 'garage rock', 'indie pop', 'indie rock', 'modern alternative rock', 'modern rock', 'rock']"
Thirteen Silver Dollars,0.599,0.261,5,-13.631,1,0.0506,0.921,0.33,0.0864,0.694,103.007,audio_features,67ZuMlC2hS1G0kBuxjUzcC,spotify:track:67ZuMlC2hS1G0kBuxjUzcC,https://api.spotify.com/v1/tracks/67ZuMlC2hS1G0kBuxjUzcC,https://api.spotify.com/v1/audio-analysis/67ZuMlC2hS1G0kBuxjUzcC,150550,4,55,"['canadian contemporary country', 'new americana', 'outlaw country', 'saskatchewan indie']"
Ode to Viceroy,0.514,0.632,2,-6.305,1,0.0501,0.208,0.0132,0.115,0.31,94.569,audio_features,601KiLiZtBJRTXBrTjeieP,spotify:track:601KiLiZtBJRTXBrTjeieP,https://api.spotify.com/v1/tracks/601KiLiZtBJRTXBrTjeieP,https://api.spotify.com/v1/audio-analysis/601KiLiZtBJRTXBrTjeieP,233818,4,62,['edmonton indie']
Pretty Pimpin,0.566,0.664,8,-9.081,1,0.0281,0.0928,0.305,0.0903,0.764,91.117,audio_features,3l9eg9RtisizG12a1D6nZl,spotify:track:3l9eg9RtisizG12a1D6nZl,https://api.spotify.com/v1/tracks/3l9eg9RtisizG12a1D6nZl,https://api.spotify.com/v1/audio-analysis/3l9eg9RtisizG12a1D6nZl,298760,4,63,"['alternative rock', 'chamber pop', 'freak folk', 'indie folk', 'indie rock', 'modern folk rock', 'neo-psychedelic', 'noise pop', 'philly indie']"
Desire Lines,0.318,0.918,2,-6.288,1,0.0373,0.0565,0.293,0.659,0.6,120.567,audio_features,3jZ0GKAZiDMya0dZPrw8zq,spotify:track:3jZ0GKAZiDMya0dZPrw8zq,https://api.spotify.com/v1/tracks/3jZ0GKAZiDMya0dZPrw8zq,https://api.spotify.com/v1/audio-analysis/3jZ0GKAZiDMya0dZPrw8zq,404413,4,57,"['alternative dance', 'alternative rock', 'art pop', 'atlanta indie', 'chamber pop', 'chillwave', 'dance-punk', 'dream pop', 'electronica', 'experimental rock', 'freak folk', 'garage psych', 'indie pop', 'indie rock', 'lo-fi', 'modern alternative rock', 'modern rock', 'neo-psychedelic', 'new rave', 'noise pop', 'noise rock', 'nu gaze', 'shoegaze', 'slow core']"
The Suburbs,0.616,0.682,6,-6.148,0,0.0265,0.0578,0.0241,0.342,0.528,117.78,audio_features,2UWdUez9MB9yzL7Y81Mcip,spotify:track:2UWdUez9MB9yzL7Y81Mcip,https://api.spotify.com/v1/tracks/2UWdUez9MB9yzL7Y81Mcip,https://api.spotify.com/v1/audio-analysis/2UWdUez9MB9yzL7Y81Mcip,315200,4,68,"['alternative dance', 'alternative rock', 'baroque pop', 'canadian indie', 'chamber pop', 'dance-punk', 'garage rock', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'permanent wave', 'quebec indie', 'rock']"
DVP,0.361,0.997,6,-1.225,1,0.0995,0.00442,3.48e-06,0.328,0.227,147.961,audio_features,50OUltSwhS1CuwTJFhMgoB,spotify:track:50OUltSwhS1CuwTJFhMgoB,https://api.spotify.com/v1/tracks/50OUltSwhS1CuwTJFhMgoB,https://api.spotify.com/v1/audio-analysis/50OUltSwhS1CuwTJFhMgoB,148893,4,40,"['alternative emo', 'canadian indie', 'canadian pop punk', 'canadian punk', 'indie punk', 'indie rock', 'toronto indie']"
River,0.658,0.179,8,-10.866,1,0.0448,0.689,0.0,0.17,0.191,128.128,audio_features,0NeJjNlprGfZpeX2LQuN6c,spotify:track:0NeJjNlprGfZpeX2LQuN6c,https://api.spotify.com/v1/tracks/0NeJjNlprGfZpeX2LQuN6c,https://api.spotify.com/v1/audio-analysis/0NeJjNlprGfZpeX2LQuN6c,238560,4,73,"['funk', 'modern blues', 'soul']"
Boys In the Better Land,0.392,0.973,9,-5.02,1,0.0733,0.000292,2.35e-05,0.348,0.6,176.977,audio_features,4a0db84JDqxU4bpWjVDKxn,spotify:track:4a0db84JDqxU4bpWjVDKxn,https://api.spotify.com/v1/tracks/4a0db84JDqxU4bpWjVDKxn,https://api.spotify.com/v1/audio-analysis/4a0db84JDqxU4bpWjVDKxn,300116,4,44,"['chamber psych', 'english indie rock', 'indie rock', 'irish indie rock', 'modern alternative rock']"
Twist,0.568,0.6,5,-4.809,1,0.0413,0.142,0.019,0.145,0.629,162.023,audio_features,0EOnXbxay2vVcw3WxTFbC7,spotify:track:0EOnXbxay2vVcw3WxTFbC7,https://api.spotify.com/v1/tracks/0EOnXbxay2vVcw3WxTFbC7,https://api.spotify.com/v1/audio-analysis/0EOnXbxay2vVcw3WxTFbC7,217640,4,17,"['electropop', 'indie electropop', 'ontario indie']"
Home,0.711,0.663,9,-7.995,0,0.0997,0.0251,0.00727,0.246,0.507,96.996,audio_features,711gGx1GpUv9YW9KTSfJfH,spotify:track:711gGx1GpUv9YW9KTSfJfH,https://api.spotify.com/v1/tracks/711gGx1GpUv9YW9KTSfJfH,https://api.spotify.com/v1/audio-analysis/711gGx1GpUv9YW9KTSfJfH,156293,4,52,"['alternative dance', 'art pop', 'chillwave', 'electronica', 'electropop', 'folktronica', 'indie rock', 'indie soul', 'indietronica', 'intelligent dance music', 'new rave']"
Trouble,0.47,0.623,0,-5.655,1,0.0302,0.392,0.000453,0.0992,0.298,77.861,audio_features,5n0CTysih20NYdT2S0Wpe8,spotify:track:5n0CTysih20NYdT2S0Wpe8,https://api.spotify.com/v1/tracks/5n0CTysih20NYdT2S0Wpe8,https://api.spotify.com/v1/audio-analysis/5n0CTysih20NYdT2S0Wpe8,225973,4,71,"['garage rock', 'indie pop', 'indie rock', 'modern alternative rock', 'modern rock', 'punk blues', 'rock']"
Myth,0.448,0.733,3,-6.238,1,0.0292,0.0369,0.0425,0.169,0.407,142.008,audio_features,5UFt0wpIRFSYTIPjZny4u9,spotify:track:5UFt0wpIRFSYTIPjZny4u9,https://api.spotify.com/v1/tracks/5UFt0wpIRFSYTIPjZny4u9,https://api.spotify.com/v1/audio-analysis/5UFt0wpIRFSYTIPjZny4u9,258653,4,59,"['art pop', 'baltimore indie', 'chamber pop', 'chillwave', 'dream pop', 'experimental pop', 'freak folk', 'indie pop', 'indie rock', 'indietronica', 'modern dream pop']"
Revival,0.655,0.805,6,-6.493,1,0.0335,0.0263,0.00542,0.28,0.701,119.029,audio_features,30wvVTkqA4Fp5ZCG0xGof7,spotify:track:30wvVTkqA4Fp5ZCG0xGof7,https://api.spotify.com/v1/tracks/30wvVTkqA4Fp5ZCG0xGof7,https://api.spotify.com/v1/audio-analysis/30wvVTkqA4Fp5ZCG0xGof7,133667,4,51,"['alternative dance', 'alternative rock', 'art pop', 'atlanta indie', 'chamber pop', 'chillwave', 'dance-punk', 'dream pop', 'electronica', 'experimental rock', 'freak folk', 'garage psych', 'indie pop', 'indie rock', 'lo-fi', 'modern alternative rock', 'modern rock', 'neo-psychedelic', 'new rave', 'noise pop', 'noise rock', 'nu gaze', 'shoegaze', 'slow core']"
Chamber Of Reflection,0.537,0.558,11,-8.678,1,0.0929,0.263,0.91,0.102,0.505,131.037,audio_features,1MJ5f5EYBC92ADD6xcz7nb,spotify:track:1MJ5f5EYBC92ADD6xcz7nb,https://api.spotify.com/v1/tracks/1MJ5f5EYBC92ADD6xcz7nb,https://api.spotify.com/v1/audio-analysis/1MJ5f5EYBC92ADD6xcz7nb,231724,4,72,['edmonton indie']
It's Real,0.419,0.856,2,-5.443,1,0.0298,0.00928,0.0964,0.124,0.721,152.009,audio_features,3JzzyfG0z8rjXqHL6XXLwt,spotify:track:3JzzyfG0z8rjXqHL6XXLwt,https://api.spotify.com/v1/tracks/3JzzyfG0z8rjXqHL6XXLwt,https://api.spotify.com/v1/audio-analysis/3JzzyfG0z8rjXqHL6XXLwt,168493,4,51,"['art pop', 'chamber pop', 'chillwave', 'freak folk', 'indie pop', 'indie rock', 'indietronica', 'lo-fi', 'modern rock', 'new jersey indie', 'noise pop', 'nu gaze', 'shimmer pop']"
Pedestrian at Best,0.479,0.854,11,-6.101,1,0.0405,4.61e-06,5.72e-05,0.372,0.535,136.067,audio_features,7gsn3NxWLA0s0g9TmQlMri,spotify:track:7gsn3NxWLA0s0g9TmQlMri,https://api.spotify.com/v1/tracks/7gsn3NxWLA0s0g9TmQlMri,https://api.spotify.com/v1/audio-analysis/7gsn3NxWLA0s0g9TmQlMri,230560,4,49,"['art pop', 'australian indie', 'indie pop', 'indie rock', 'melbourne indie']"
Dance Yrself Clean,0.739,0.611,11,-9.829,1,0.0622,0.00557,0.725,0.04,0.794,98.004,audio_features,2cmRpmO04TLaKPzmAzySYZ,spotify:track:2cmRpmO04TLaKPzmAzySYZ,https://api.spotify.com/v1/tracks/2cmRpmO04TLaKPzmAzySYZ,https://api.spotify.com/v1/audio-analysis/2cmRpmO04TLaKPzmAzySYZ,536471,4,64,"['alternative dance', 'alternative rock', 'dance-punk', 'electronic rock', 'electronica', 'garage rock', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'rock']"
Sweetest Kill,0.709,0.384,5,-12.427,1,0.0301,0.0893,0.848,0.0961,0.691,87.961,audio_features,7ahRRreLutykgPsjyZi04o,spotify:track:7ahRRreLutykgPsjyZi04o,https://api.spotify.com/v1/tracks/7ahRRreLutykgPsjyZi04o,https://api.spotify.com/v1/audio-analysis/7ahRRreLutykgPsjyZi04o,309307,4,41,"['alternative dance', 'alternative rock', 'baroque pop', 'canadian indie', 'canadian rock', 'chamber pop', 'chillwave', 'dance-punk', 'dream pop', 'experimental pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'lo-fi', 'modern rock', 'noise pop', 'nu gaze', 'shimmer pop', 'slow core', 'stomp and holler']"
Follow Your Arrow,0.448,0.649,5,-5.925,1,0.0434,0.418,0.0,0.0976,0.575,195.925,audio_features,4CLPNURPcKztF9RRdcWLGP,spotify:track:4CLPNURPcKztF9RRdcWLGP,https://api.spotify.com/v1/tracks/4CLPNURPcKztF9RRdcWLGP,https://api.spotify.com/v1/audio-analysis/4CLPNURPcKztF9RRdcWLGP,199640,4,65,"['contemporary country', 'country dawn', 'pop', 'texas country']"
Kaputt,0.647,0.721,4,-8.918,1,0.0341,0.0755,0.121,0.169,0.546,109.967,audio_features,56dIfld2EW00CPbB3zA6GE,spotify:track:56dIfld2EW00CPbB3zA6GE,https://api.spotify.com/v1/tracks/56dIfld2EW00CPbB3zA6GE,https://api.spotify.com/v1/audio-analysis/56dIfld2EW00CPbB3zA6GE,377973,4,47,"['alternative dance', 'alternative rock', 'anti-folk', 'art pop', 'art rock', 'canadian indie', 'chamber pop', 'chamber psych', 'chillwave', 'dream pop', 'experimental pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'indietronica', 'lo-fi', 'new rave', 'noise pop', 'slow core', 'stomp and holler', 'vancouver indie']"
Ophelia,0.664,0.573,5,-6.519,1,0.0277,0.613,0.000363,0.0857,0.566,76.023,audio_features,3d8y0t70g7hw2FOWl9Z4Fm,spotify:track:3d8y0t70g7hw2FOWl9Z4Fm,https://api.spotify.com/v1/tracks/3d8y0t70g7hw2FOWl9Z4Fm,https://api.spotify.com/v1/audio-analysis/3d8y0t70g7hw2FOWl9Z4Fm,160097,4,72,"['folk-pop', 'modern rock', 'stomp and holler']"
Remember My Name,0.326,0.691,11,-2.999,1,0.0343,0.000479,0.389,0.177,0.597,203.972,audio_features,5sjIep4bUSbwGOlkFaWKhy,spotify:track:5sjIep4bUSbwGOlkFaWKhy,https://api.spotify.com/v1/tracks/5sjIep4bUSbwGOlkFaWKhy,https://api.spotify.com/v1/audio-analysis/5sjIep4bUSbwGOlkFaWKhy,135314,4,47,"['art pop', 'brooklyn indie', 'chamber pop', 'dance pop', 'escape room', 'indie pop', 'indie rock']"
Northern Wind,0.373,0.171,7,-14.39,1,0.0293,0.624,0.000351,0.113,0.268,109.169,audio_features,4NTNCUQRhHsKIJ8Bbf1kHh,spotify:track:4NTNCUQRhHsKIJ8Bbf1kHh,https://api.spotify.com/v1/tracks/4NTNCUQRhHsKIJ8Bbf1kHh,https://api.spotify.com/v1/audio-analysis/4NTNCUQRhHsKIJ8Bbf1kHh,255760,4,35,"['canadian folk', 'canadian indie']"
Walkaway,0.56,0.829,5,-4.291,1,0.0286,0.00179,0.271,0.307,0.617,115.973,audio_features,1FidWJmqJdKA72r735oSqG,spotify:track:1FidWJmqJdKA72r735oSqG,https://api.spotify.com/v1/tracks/1FidWJmqJdKA72r735oSqG,https://api.spotify.com/v1/audio-analysis/1FidWJmqJdKA72r735oSqG,216013,4,23,['toronto indie']
Coffee,0.457,0.455,0,-8.112,1,0.188,0.348,0.00122,0.142,0.163,100.049,audio_features,71cUqXJ3h1r0Ees6YdENLU,spotify:track:71cUqXJ3h1r0Ees6YdENLU,https://api.spotify.com/v1/tracks/71cUqXJ3h1r0Ees6YdENLU,https://api.spotify.com/v1/audio-analysis/71cUqXJ3h1r0Ees6YdENLU,269693,4,59,"['art pop', 'chamber pop', 'electropop', 'etherpop', 'indie folk', 'indie pop', 'indietronica', 'shimmer pop']"
Cruel,0.57,0.704,1,-8.32,1,0.0314,0.0104,0.446,0.0905,0.437,115.037,audio_features,3j5DVpcCELigVZrmwGOw3X,spotify:track:3j5DVpcCELigVZrmwGOw3X,https://api.spotify.com/v1/tracks/3j5DVpcCELigVZrmwGOw3X,https://api.spotify.com/v1/audio-analysis/3j5DVpcCELigVZrmwGOw3X,214987,4,51,"['art pop', 'chamber pop', 'electropop', 'escape room', 'etherpop', 'freak folk', 'indie pop', 'indie rock', 'indietronica', 'metropopolis']"
Feels Like We Only Go Backwards,0.303,0.9,2,-2.352,0,0.0574,0.0277,0.635,0.11,0.491,149.508,audio_features,0LtOwyZoSNZKJWHqjzADpW,spotify:track:0LtOwyZoSNZKJWHqjzADpW,https://api.spotify.com/v1/tracks/0LtOwyZoSNZKJWHqjzADpW,https://api.spotify.com/v1/audio-analysis/0LtOwyZoSNZKJWHqjzADpW,192960,4,74,"['australian psych', 'neo-psychedelic']"
Rill Rill,0.468,0.812,1,-3.44,0,0.0491,0.0372,1.46e-06,0.0688,0.789,72.987,audio_features,3GbjOImkNo5nFT2GQxVr11,spotify:track:3GbjOImkNo5nFT2GQxVr11,https://api.spotify.com/v1/tracks/3GbjOImkNo5nFT2GQxVr11,https://api.spotify.com/v1/audio-analysis/3GbjOImkNo5nFT2GQxVr11,229893,4,53,"['alternative dance', 'art pop', 'brooklyn indie', 'dance-punk', 'electropop', 'escape room', 'experimental pop', 'garage rock', 'indie pop', 'indie rock', 'indie surf', 'indietronica', 'modern rock', 'new rave', 'noise pop', 'shimmer pop']"
Work,0.599,0.295,1,-8.036,1,0.0311,0.518,0.208,0.0801,0.162,129.908,audio_features,2tWXNj2AUGIVH4yroGMLpo,spotify:track:2tWXNj2AUGIVH4yroGMLpo,https://api.spotify.com/v1/tracks/2tWXNj2AUGIVH4yroGMLpo,https://api.spotify.com/v1/audio-analysis/2tWXNj2AUGIVH4yroGMLpo,224482,3,37,"['alternative r&b', 'electropop', 'indie r&b', 'indie soul', 'soul']"
