,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,popularity,genres
"Accordian (feat. M.e.d. Aka Medaphor, Lord Quas, WildChild, Viktor Vaughn & Stacy Epps)",0.571,0.64,0,-6.498,1,0.314,0.0294,0.0,0.0843,0.712,96.677,audio_features,4F0bdomwbOcuXfmfXJnjDZ,spotify:track:4F0bdomwbOcuXfmfXJnjDZ,https://api.spotify.com/v1/tracks/4F0bdomwbOcuXfmfXJnjDZ,https://api.spotify.com/v1/audio-analysis/4F0bdomwbOcuXfmfXJnjDZ,117853,4,0,"['alternative hip hop', 'hip hop', 'rap', 'underground hip hop']"
Paper Trail$,0.548,0.829,1,-4.103,0,0.285,0.339,0.0,0.537,0.452,93.62,audio_features,5jNrszQHRIVKmS9Ptb63pe,spotify:track:5jNrszQHRIVKmS9Ptb63pe,https://api.spotify.com/v1/tracks/5jNrszQHRIVKmS9Ptb63pe,https://api.spotify.com/v1/audio-analysis/5jNrszQHRIVKmS9Ptb63pe,194739,4,56,"['conscious hip hop', 'gangster rap', 'hip hop', 'rap', 'southern hip hop', 'underground hip hop']"
Fade Into You,0.42,0.33,9,-13.925,1,0.0275,0.245,0.000679,0.0677,0.175,157.143,audio_features,1LzNfuep1bnAUR9skqdHCK,spotify:track:1LzNfuep1bnAUR9skqdHCK,https://api.spotify.com/v1/tracks/1LzNfuep1bnAUR9skqdHCK,https://api.spotify.com/v1/audio-analysis/1LzNfuep1bnAUR9skqdHCK,295600,3,70,"['alternative rock', 'dream pop', 'melancholia', 'slow core']"
Sleep In The Heat,0.53,0.975,4,-2.908,1,0.114,0.00104,0.000623,0.0381,0.283,114.65,audio_features,03UQgc197yIHxWF0f2W47Z,spotify:track:03UQgc197yIHxWF0f2W47Z,https://api.spotify.com/v1/tracks/03UQgc197yIHxWF0f2W47Z,https://api.spotify.com/v1/audio-analysis/03UQgc197yIHxWF0f2W47Z,201520,3,34,"['alternative emo', 'canadian indie', 'canadian pop punk', 'canadian punk', 'indie punk', 'indie rock', 'toronto indie']"
Coming Home,0.427,0.465,6,-6.595,1,0.0291,0.461,5.52e-05,0.154,0.458,112.137,audio_features,65GbQI9VDTs7vo6MJL2iJA,spotify:track:65GbQI9VDTs7vo6MJL2iJA,https://api.spotify.com/v1/tracks/65GbQI9VDTs7vo6MJL2iJA,https://api.spotify.com/v1/audio-analysis/65GbQI9VDTs7vo6MJL2iJA,206387,3,46,"['funk', 'modern blues', 'soul']"
untitled 05 | 09.21.2014.,0.461,0.62,0,-9.822,1,0.496,0.321,0.0,0.151,0.422,153.941,audio_features,3V8vWoCbKbfjNrPaQ4YtSg,spotify:track:3V8vWoCbKbfjNrPaQ4YtSg,https://api.spotify.com/v1/tracks/3V8vWoCbKbfjNrPaQ4YtSg,https://api.spotify.com/v1/audio-analysis/3V8vWoCbKbfjNrPaQ4YtSg,338427,4,52,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
Ôte-moi mon linge,0.507,0.16,7,-11.827,1,0.0327,0.886,0.0,0.083,0.246,103.736,audio_features,4YywbrFkjpuAqqTB5dVzMx,spotify:track:4YywbrFkjpuAqqTB5dVzMx,https://api.spotify.com/v1/tracks/4YywbrFkjpuAqqTB5dVzMx,https://api.spotify.com/v1/audio-analysis/4YywbrFkjpuAqqTB5dVzMx,215173,4,26,"['indie quebecois', 'montreal indie']"
Always This Late,0.542,0.585,3,-9.3,1,0.0474,0.0141,0.213,0.0929,0.337,170.046,audio_features,06JRkix5RRMRIWffxZqlGt,spotify:track:06JRkix5RRMRIWffxZqlGt,https://api.spotify.com/v1/tracks/06JRkix5RRMRIWffxZqlGt,https://api.spotify.com/v1/audio-analysis/06JRkix5RRMRIWffxZqlGt,160941,4,49,"['chillwave', 'ninja']"
Doubts,0.3,0.953,1,-1.85,1,0.07,0.00213,0.0,0.228,0.252,174.948,audio_features,5E2HmyLzZ107d7DsBKguYj,spotify:track:5E2HmyLzZ107d7DsBKguYj,https://api.spotify.com/v1/tracks/5E2HmyLzZ107d7DsBKguYj,https://api.spotify.com/v1/audio-analysis/5E2HmyLzZ107d7DsBKguYj,180347,3,31,"['alternative emo', 'canadian indie', 'canadian pop punk', 'canadian punk', 'indie punk', 'indie rock', 'toronto indie']"
Ever Fallen in Love (With Someone You Shouldn't've?) - 1996 Remastered Version,0.266,0.831,4,-9.07,1,0.0453,0.000862,0.0,0.0555,0.778,175.514,audio_features,0bHm2wFL0m7qZIlhO7PQu5,spotify:track:0bHm2wFL0m7qZIlhO7PQu5,https://api.spotify.com/v1/tracks/0bHm2wFL0m7qZIlhO7PQu5,https://api.spotify.com/v1/audio-analysis/0bHm2wFL0m7qZIlhO7PQu5,163693,4,10,"['alternative rock', 'dance rock', 'garage rock', 'madchester', 'new wave', 'post-punk', 'pub rock', 'punk']"
II. Shadows,0.616,0.76,1,-8.732,1,0.244,0.0948,0.0186,0.345,0.377,116.316,audio_features,2uMMGgkTOBisJpzyvMzNWm,spotify:track:2uMMGgkTOBisJpzyvMzNWm,https://api.spotify.com/v1/tracks/2uMMGgkTOBisJpzyvMzNWm,https://api.spotify.com/v1/audio-analysis/2uMMGgkTOBisJpzyvMzNWm,231733,4,0,"['atl hip hop', 'hip hop', 'pop rap', 'rap']"
m.A.A.d city,0.487,0.729,2,-6.815,1,0.271,0.0538,4.07e-06,0.44,0.217,91.048,audio_features,2cDCojn6uIBM6A5xTAbl3H,spotify:track:2cDCojn6uIBM6A5xTAbl3H,https://api.spotify.com/v1/tracks/2cDCojn6uIBM6A5xTAbl3H,https://api.spotify.com/v1/audio-analysis/2cDCojn6uIBM6A5xTAbl3H,350120,4,64,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
Death with Dignity,0.51,0.16,4,-21.03,1,0.0395,0.986,0.017,0.113,0.383,170.063,audio_features,4fpEuKIzTLmMJnYwFU0oqr,spotify:track:4fpEuKIzTLmMJnYwFU0oqr,https://api.spotify.com/v1/tracks/4fpEuKIzTLmMJnYwFU0oqr,https://api.spotify.com/v1/audio-analysis/4fpEuKIzTLmMJnYwFU0oqr,239508,4,62,"['baroque pop', 'chamber pop', 'freak folk', 'indie folk', 'singer-songwriter']"
Say My Name (feat. Zyra),0.749,0.745,6,-7.367,0,0.0479,0.0041,0.395,0.0748,0.347,115.048,audio_features,1LeItUMezKA1HdCHxYICed,spotify:track:1LeItUMezKA1HdCHxYICed,https://api.spotify.com/v1/tracks/1LeItUMezKA1HdCHxYICed,https://api.spotify.com/v1/audio-analysis/1LeItUMezKA1HdCHxYICed,262957,4,65,"['chillwave', 'ninja']"
You Know My Steez,0.67,0.669,3,-6.992,0,0.377,0.168,0.0,0.251,0.894,179.664,audio_features,2E0Y5LQdiqrPDJJoEyfSqC,spotify:track:2E0Y5LQdiqrPDJJoEyfSqC,https://api.spotify.com/v1/tracks/2E0Y5LQdiqrPDJJoEyfSqC,https://api.spotify.com/v1/audio-analysis/2E0Y5LQdiqrPDJJoEyfSqC,247627,4,0,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']"
Legend,0.712,0.563,1,-7.573,1,0.071,0.0269,0.0,0.0776,0.299,100.093,audio_features,1ID1QFSNNxi0hiZCNcwjUC,spotify:track:1ID1QFSNNxi0hiZCNcwjUC,https://api.spotify.com/v1/tracks/1ID1QFSNNxi0hiZCNcwjUC,https://api.spotify.com/v1/audio-analysis/1ID1QFSNNxi0hiZCNcwjUC,241853,4,68,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
Heart of the Continent,0.661,0.374,11,-14.027,1,0.0301,0.77,0.0204,0.0977,0.318,122.958,audio_features,1RwhqapZ0XuqDDeSY4Tzbu,spotify:track:1RwhqapZ0XuqDDeSY4Tzbu,https://api.spotify.com/v1/tracks/1RwhqapZ0XuqDDeSY4Tzbu,https://api.spotify.com/v1/audio-analysis/1RwhqapZ0XuqDDeSY4Tzbu,246613,4,18,"['canadian folk', 'canadian indie', 'manitoba indie']"
Apartment,0.508,0.875,5,-5.414,0,0.145,0.00193,2.22e-06,0.0848,0.333,117.498,audio_features,1I9F0E5gclBqJqujLExUxA,spotify:track:1I9F0E5gclBqJqujLExUxA,https://api.spotify.com/v1/tracks/1I9F0E5gclBqJqujLExUxA,https://api.spotify.com/v1/audio-analysis/1I9F0E5gclBqJqujLExUxA,167168,4,34,"['alternative emo', 'emo', 'philly indie', 'pop punk']"
Take Five,0.447,0.189,10,-17.987,0,0.0396,0.5,0.000742,0.0524,0.653,173.591,audio_features,1hVXZoSAkZ3P5Lp6fKOcgx,spotify:track:1hVXZoSAkZ3P5Lp6fKOcgx,https://api.spotify.com/v1/tracks/1hVXZoSAkZ3P5Lp6fKOcgx,https://api.spotify.com/v1/audio-analysis/1hVXZoSAkZ3P5Lp6fKOcgx,324680,5,45,"['bebop', 'contemporary post-bop', 'cool jazz', 'jazz', 'jazz quartet']"
i,0.541,0.809,8,-4.286,1,0.324,0.708,0.0,0.72,0.753,120.094,audio_features,3ODXRUPL44f04cCacwiCLC,spotify:track:3ODXRUPL44f04cCacwiCLC,https://api.spotify.com/v1/tracks/3ODXRUPL44f04cCacwiCLC,https://api.spotify.com/v1/audio-analysis/3ODXRUPL44f04cCacwiCLC,336013,4,60,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
I Get Along Without You Very Well (Except Sometimes) (Vocal),0.442,0.033,10,-23.063,1,0.041,0.922,0.000171,0.151,0.21,103.34,audio_features,2XQI5yGYO5bwWBBFQCUVFk,spotify:track:2XQI5yGYO5bwWBBFQCUVFk,https://api.spotify.com/v1/tracks/2XQI5yGYO5bwWBBFQCUVFk,https://api.spotify.com/v1/audio-analysis/2XQI5yGYO5bwWBBFQCUVFk,179640,3,19,"['adult standards', 'bebop', 'cool jazz', 'jazz', 'jazz trumpet', 'lounge', 'vocal jazz']"
Broken Cash Machine,0.419,0.874,1,-5.138,1,0.0876,0.00329,3.09e-05,0.101,0.625,175.059,audio_features,475a6fDXFeJds9swY7P7Rd,spotify:track:475a6fDXFeJds9swY7P7Rd,https://api.spotify.com/v1/tracks/475a6fDXFeJds9swY7P7Rd,https://api.spotify.com/v1/audio-analysis/475a6fDXFeJds9swY7P7Rd,109633,4,33,"['alternative emo', 'emo', 'philly indie', 'pop punk']"
Hold Me in Your Heart,0.289,0.306,2,-9.104,1,0.0358,0.638,0.0,0.149,0.335,161.949,audio_features,5Y0NgAzhG7SMQbnehKVVup,spotify:track:5Y0NgAzhG7SMQbnehKVVup,https://api.spotify.com/v1/tracks/5Y0NgAzhG7SMQbnehKVVup,https://api.spotify.com/v1/audio-analysis/5Y0NgAzhG7SMQbnehKVVup,184080,3,38,"['broadway', 'hollywood', 'show tunes']"
I Fall In Love Too Easily (Vocal),0.532,0.0657,0,-19.136,0,0.0406,0.94,0.00488,0.0946,0.292,128.607,audio_features,3CLfWxYPHrTz3UFLCRUbGT,spotify:track:3CLfWxYPHrTz3UFLCRUbGT,https://api.spotify.com/v1/tracks/3CLfWxYPHrTz3UFLCRUbGT,https://api.spotify.com/v1/audio-analysis/3CLfWxYPHrTz3UFLCRUbGT,201440,4,22,"['adult standards', 'bebop', 'cool jazz', 'jazz', 'jazz trumpet', 'lounge', 'vocal jazz']"
G.O.M.D.,0.889,0.393,4,-10.821,0,0.267,0.331,8.67e-06,0.283,0.304,128.065,audio_features,16qYlQ6koFxYVbiJbGHblz,spotify:track:16qYlQ6koFxYVbiJbGHblz,https://api.spotify.com/v1/tracks/16qYlQ6koFxYVbiJbGHblz,https://api.spotify.com/v1/audio-analysis/16qYlQ6koFxYVbiJbGHblz,301133,4,73,"['conscious hip hop', 'hip hop', 'nc hip hop', 'pop rap', 'rap']"
D.A.N.C.E.,0.594,0.961,6,-5.443,0,0.338,0.0463,0.0,0.853,0.531,113.126,audio_features,0MYTcPXAAmeKBUpBgtAV0J,spotify:track:0MYTcPXAAmeKBUpBgtAV0J,https://api.spotify.com/v1/tracks/0MYTcPXAAmeKBUpBgtAV0J,https://api.spotify.com/v1/audio-analysis/0MYTcPXAAmeKBUpBgtAV0J,209987,4,6,"['alternative dance', 'dance-punk', 'disco house', 'electro house', 'electronica', 'filter house', 'indietronica', 'new rave']"
Sober,0.699,0.601,0,-6.48,1,0.0304,0.0972,1.17e-05,0.562,0.434,98.04,audio_features,6olUplztLFFfU7fMYmFXOP,spotify:track:6olUplztLFFfU7fMYmFXOP,https://api.spotify.com/v1/tracks/6olUplztLFFfU7fMYmFXOP,https://api.spotify.com/v1/audio-analysis/6olUplztLFFfU7fMYmFXOP,252013,4,9,"['atl hip hop', 'hip hop', 'pop rap', 'rap']"
Cruise Night,0.551,0.728,1,-7.37,1,0.0372,0.00401,0.0507,0.0695,0.691,133.424,audio_features,5fCeJq110TlSfDN3NVpfCK,spotify:track:5fCeJq110TlSfDN3NVpfCK,https://api.spotify.com/v1/tracks/5fCeJq110TlSfDN3NVpfCK,https://api.spotify.com/v1/audio-analysis/5fCeJq110TlSfDN3NVpfCK,152387,4,15,"['canadian folk', 'canadian indie', 'manitoba indie']"
Childs Play,0.745,0.473,10,-11.243,0,0.0955,0.017,1.12e-05,0.197,0.296,80.006,audio_features,0k9RIzZtAo4DTQu0ZM6lNZ,spotify:track:0k9RIzZtAo4DTQu0ZM6lNZ,https://api.spotify.com/v1/tracks/0k9RIzZtAo4DTQu0ZM6lNZ,https://api.spotify.com/v1/audio-analysis/0k9RIzZtAo4DTQu0ZM6lNZ,241400,4,50,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
Still Trying,0.515,0.146,11,-15.018,1,0.0381,0.813,0.00175,0.14,0.243,80.99,audio_features,3SCDpe3QWlLSg5oJjqN25Q,spotify:track:3SCDpe3QWlLSg5oJjqN25Q,https://api.spotify.com/v1/tracks/3SCDpe3QWlLSg5oJjqN25Q,https://api.spotify.com/v1/audio-analysis/3SCDpe3QWlLSg5oJjqN25Q,249580,4,49,"['deep new americana', 'indie folk', 'new americana', 'stomp and holler']"
Look On Down From The Bridge,0.37,0.0772,0,-19.322,1,0.0414,0.642,0.69,0.112,0.0954,119.942,audio_features,010ALbbh5KlQ4fKWgSdhRd,spotify:track:010ALbbh5KlQ4fKWgSdhRd,https://api.spotify.com/v1/tracks/010ALbbh5KlQ4fKWgSdhRd,https://api.spotify.com/v1/audio-analysis/010ALbbh5KlQ4fKWgSdhRd,287893,4,58,"['alternative rock', 'dream pop', 'melancholia', 'slow core']"
Sherane a.k.a Master Splinter’s Daughter,0.503,0.508,10,-11.094,0,0.52,0.486,0.0102,0.124,0.317,81.908,audio_features,0qGFnxDIqGBIq2D3zNbjk9,spotify:track:0qGFnxDIqGBIq2D3zNbjk9,https://api.spotify.com/v1/tracks/0qGFnxDIqGBIq2D3zNbjk9,https://api.spotify.com/v1/audio-analysis/0qGFnxDIqGBIq2D3zNbjk9,273640,4,51,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
L'ours,0.746,0.54,0,-7.603,0,0.0306,0.541,0.000527,0.148,0.609,102.042,audio_features,5G4ePLj9Xn7JhtFiiwOkeQ,spotify:track:5G4ePLj9Xn7JhtFiiwOkeQ,https://api.spotify.com/v1/tracks/5G4ePLj9Xn7JhtFiiwOkeQ,https://api.spotify.com/v1/audio-analysis/5G4ePLj9Xn7JhtFiiwOkeQ,150120,4,31,"['indie quebecois', 'pop quebecois']"
Punks,0.305,0.947,4,-4.03,1,0.0979,0.00477,0.673,0.462,0.152,162.326,audio_features,4oek6TLM9eZdhtWfWMDAMW,spotify:track:4oek6TLM9eZdhtWfWMDAMW,https://api.spotify.com/v1/tracks/4oek6TLM9eZdhtWfWMDAMW,https://api.spotify.com/v1/audio-analysis/4oek6TLM9eZdhtWfWMDAMW,162733,4,0,"['australian garage punk', 'garage rock', 'indie garage rock', 'modern rock', 'noise pop']"
White Privilege II (feat. Jamila Woods),0.519,0.574,1,-7.696,1,0.184,0.633,0.0,0.271,0.434,100.22,audio_features,4YfMx5TstHUTCEPzOl4aSm,spotify:track:4YfMx5TstHUTCEPzOl4aSm,https://api.spotify.com/v1/tracks/4YfMx5TstHUTCEPzOl4aSm,https://api.spotify.com/v1/audio-analysis/4YfMx5TstHUTCEPzOl4aSm,525800,3,0,"['dance pop', 'pop', 'pop rap']"
FML,0.673,0.428,9,-7.12,0,0.0798,0.316,0.0,0.212,0.167,125.079,audio_features,6PmBnKrQuT4guboE9mNQIe,spotify:track:6PmBnKrQuT4guboE9mNQIe,https://api.spotify.com/v1/tracks/6PmBnKrQuT4guboE9mNQIe,https://api.spotify.com/v1/audio-analysis/6PmBnKrQuT4guboE9mNQIe,236120,4,0,"['chicago rap', 'rap']"
Blacktop,0.507,0.0694,7,-16.812,1,0.0335,0.94,0.00112,0.111,0.089,105.426,audio_features,0dFf2G2Q5SdYbvcLDK58EB,spotify:track:0dFf2G2Q5SdYbvcLDK58EB,https://api.spotify.com/v1/tracks/0dFf2G2Q5SdYbvcLDK58EB,https://api.spotify.com/v1/audio-analysis/0dFf2G2Q5SdYbvcLDK58EB,283510,4,38,"['ambient folk', 'art pop', 'chamber pop', 'indie folk', 'indie pop', 'indie rock']"
Allo Paris,0.705,0.37,0,-12.01,1,0.0989,0.39,0.0,0.0885,0.936,114.699,audio_features,7fuV0qMP7cBAApFvleb1T9,spotify:track:7fuV0qMP7cBAApFvleb1T9,https://api.spotify.com/v1/tracks/7fuV0qMP7cBAApFvleb1T9,https://api.spotify.com/v1/audio-analysis/7fuV0qMP7cBAApFvleb1T9,164893,4,41,"['chanson', 'french folk pop', 'french reggae', 'french rock', 'nouvelle chanson francaise']"
Desire,0.286,0.704,9,-5.12,0,0.0374,6.89e-05,0.034,0.192,0.186,145.843,audio_features,6zNLhf66JBM8J6BCzlWPps,spotify:track:6zNLhf66JBM8J6BCzlWPps,https://api.spotify.com/v1/tracks/6zNLhf66JBM8J6BCzlWPps,https://api.spotify.com/v1/audio-analysis/6zNLhf66JBM8J6BCzlWPps,215822,4,0,"['canadian shoegaze', 'etherpop', 'indie punk']"
Something,0.381,0.197,9,-7.26,1,0.0335,0.79,3.68e-05,0.161,0.101,128.485,audio_features,1aoBqoZBJ2xuBoWnqV1XVt,spotify:track:1aoBqoZBJ2xuBoWnqV1XVt,https://api.spotify.com/v1/tracks/1aoBqoZBJ2xuBoWnqV1XVt,https://api.spotify.com/v1/audio-analysis/1aoBqoZBJ2xuBoWnqV1XVt,232551,3,43,"['ambient folk', 'art pop', 'chamber pop', 'indie folk', 'indie pop', 'indie rock']"
Fais-moi un show de boucane,0.521,0.801,4,-6.943,1,0.0579,0.368,0.00307,0.256,0.682,155.749,audio_features,5qH1adpvz5DyHNrES0Lzpg,spotify:track:5qH1adpvz5DyHNrES0Lzpg,https://api.spotify.com/v1/tracks/5qH1adpvz5DyHNrES0Lzpg,https://api.spotify.com/v1/audio-analysis/5qH1adpvz5DyHNrES0Lzpg,193600,4,36,"['indie quebecois', 'montreal indie']"
untitled 01 | 08.19.2014.,0.57,0.584,2,-11.708,1,0.405,0.321,0.0,0.0868,0.107,102.19,audio_features,6OkOFxU6j0UufR97VgSnS7,spotify:track:6OkOFxU6j0UufR97VgSnS7,https://api.spotify.com/v1/tracks/6OkOFxU6j0UufR97VgSnS7,https://api.spotify.com/v1/audio-analysis/6OkOFxU6j0UufR97VgSnS7,247747,4,49,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
Rusholme Ruffians - 2011 Remaster,0.592,0.895,2,-7.005,1,0.029,0.114,8.14e-05,0.333,0.901,116.439,audio_features,6rZ4Q8YW88xCERDq0AEbmt,spotify:track:6rZ4Q8YW88xCERDq0AEbmt,https://api.spotify.com/v1/tracks/6rZ4Q8YW88xCERDq0AEbmt,https://api.spotify.com/v1/audio-analysis/6rZ4Q8YW88xCERDq0AEbmt,260133,4,42,"['dance rock', 'madchester', 'new wave', 'permanent wave', 'rock', 'uk post-punk']"
Twinkle,0.409,0.932,0,-2.896,1,0.0552,0.0153,2e-05,0.388,0.265,107.483,audio_features,2uU9SpDttUm6nqFx8abHJi,spotify:track:2uU9SpDttUm6nqFx8abHJi,https://api.spotify.com/v1/tracks/2uU9SpDttUm6nqFx8abHJi,https://api.spotify.com/v1/audio-analysis/2uU9SpDttUm6nqFx8abHJi,261760,4,33,"['alternative emo', 'anti-folk', 'emo', 'folk punk', 'indie punk', 'indie rock', 'lo-fi', 'modern power pop']"
