,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,popularity,genres
Rather Be (feat. Jess Glynne),0.799,0.586,11,-6.735,1,0.0377,0.162,2.03e-06,0.193,0.549,120.97,audio_features,0TVV2gFROJaB3kIZyCUvIY,spotify:track:0TVV2gFROJaB3kIZyCUvIY,https://api.spotify.com/v1/tracks/0TVV2gFROJaB3kIZyCUvIY,https://api.spotify.com/v1/audio-analysis/0TVV2gFROJaB3kIZyCUvIY,227833,4,59,"['dance pop', 'edm', 'pop', 'post-teen pop', 'tropical house', 'uk dance', 'uk funky']"
Call Me Maybe,0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,audio_features,20I6sIOMTCkB6w7ryavxtO,spotify:track:20I6sIOMTCkB6w7ryavxtO,https://api.spotify.com/v1/tracks/20I6sIOMTCkB6w7ryavxtO,https://api.spotify.com/v1/audio-analysis/20I6sIOMTCkB6w7ryavxtO,193400,4,75,"['canadian pop', 'dance pop', 'electropop', 'indie poptimism', 'pop', 'post-teen pop']"
We Are Young (feat. Janelle Monáe),0.378,0.638,10,-5.576,1,0.075,0.02,7.66e-05,0.0849,0.735,184.086,audio_features,5rgy6ghBq1eRApCkeUdJXf,spotify:track:5rgy6ghBq1eRApCkeUdJXf,https://api.spotify.com/v1/tracks/5rgy6ghBq1eRApCkeUdJXf,https://api.spotify.com/v1/audio-analysis/5rgy6ghBq1eRApCkeUdJXf,250627,4,73,"['baroque pop', 'metropopolis', 'modern rock', 'pop', 'pop rock']"
Shape of You,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,audio_features,7qiZfU4dY1lWllzX7mPBI3,spotify:track:7qiZfU4dY1lWllzX7mPBI3,https://api.spotify.com/v1/tracks/7qiZfU4dY1lWllzX7mPBI3,https://api.spotify.com/v1/audio-analysis/7qiZfU4dY1lWllzX7mPBI3,233713,4,84,"['pop', 'uk pop']"
Closer,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01,audio_features,7BKLCZ1jbUBVqRi2FVlTVw,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,https://api.spotify.com/v1/tracks/7BKLCZ1jbUBVqRi2FVlTVw,https://api.spotify.com/v1/audio-analysis/7BKLCZ1jbUBVqRi2FVlTVw,244960,4,84,"['electropop', 'pop', 'tropical house']"
Cheerleader - Felix Jaehn Remix Radio Edit,0.782,0.685,4,-6.237,1,0.0309,0.166,1.18e-05,0.16,0.603,118.016,audio_features,7vFoFDWqTX0mHzLfrF1Cfy,spotify:track:7vFoFDWqTX0mHzLfrF1Cfy,https://api.spotify.com/v1/tracks/7vFoFDWqTX0mHzLfrF1Cfy,https://api.spotify.com/v1/audio-analysis/7vFoFDWqTX0mHzLfrF1Cfy,180566,4,74,"['dance pop', 'tropical house']"
Radioactive,0.448,0.784,9,-3.686,1,0.0627,0.106,0.000108,0.668,0.236,136.245,audio_features,4G8gkOterJn0Ywt6uhqbhp,spotify:track:4G8gkOterJn0Ywt6uhqbhp,https://api.spotify.com/v1/tracks/4G8gkOterJn0Ywt6uhqbhp,https://api.spotify.com/v1/audio-analysis/4G8gkOterJn0Ywt6uhqbhp,186813,4,71,"['modern rock', 'rock']"
Señorita,0.759,0.548,9,-6.049,0,0.029,0.0392,0.0,0.0828,0.749,116.967,audio_features,6v3KW9xbzN5yKLt9YKDYA2,spotify:track:6v3KW9xbzN5yKLt9YKDYA2,https://api.spotify.com/v1/tracks/6v3KW9xbzN5yKLt9YKDYA2,https://api.spotify.com/v1/audio-analysis/6v3KW9xbzN5yKLt9YKDYA2,190800,4,84,"['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']"
Airplanes (feat. Hayley Williams),0.66,0.867,6,-4.285,0,0.116,0.11,0.0,0.0368,0.377,93.033,audio_features,6lV2MSQmRIkycDScNtrBXO,spotify:track:6lV2MSQmRIkycDScNtrBXO,https://api.spotify.com/v1/tracks/6lV2MSQmRIkycDScNtrBXO,https://api.spotify.com/v1/audio-analysis/6lV2MSQmRIkycDScNtrBXO,180480,4,73,"['atl hip hop', 'dance pop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop']"
SAD!,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,audio_features,3ee8Jmje8o58CHK66QrVC2,spotify:track:3ee8Jmje8o58CHK66QrVC2,https://api.spotify.com/v1/tracks/3ee8Jmje8o58CHK66QrVC2,https://api.spotify.com/v1/audio-analysis/3ee8Jmje8o58CHK66QrVC2,166606,4,85,"['emo rap', 'miami hip hop']"
Thinking out Loud,0.781,0.445,2,-6.061,1,0.0295,0.474,0.0,0.184,0.591,78.998,audio_features,1Slwb6dOYkBlWal1PGtnNg,spotify:track:1Slwb6dOYkBlWal1PGtnNg,https://api.spotify.com/v1/tracks/1Slwb6dOYkBlWal1PGtnNg,https://api.spotify.com/v1/audio-analysis/1Slwb6dOYkBlWal1PGtnNg,281560,4,65,"['pop', 'uk pop']"
See You Again (feat. Charlie Puth),0.689,0.481,10,-7.503,1,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,audio_features,2JzZzZUQj3Qff7wapcbKjc,spotify:track:2JzZzZUQj3Qff7wapcbKjc,https://api.spotify.com/v1/tracks/2JzZzZUQj3Qff7wapcbKjc,https://api.spotify.com/v1/audio-analysis/2JzZzZUQj3Qff7wapcbKjc,229526,4,80,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Summer,0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949,audio_features,6YUTL4dYpB9xZO5qExPf05,spotify:track:6YUTL4dYpB9xZO5qExPf05,https://api.spotify.com/v1/tracks/6YUTL4dYpB9xZO5qExPf05,https://api.spotify.com/v1/audio-analysis/6YUTL4dYpB9xZO5qExPf05,222533,4,77,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'tropical house', 'uk dance']"
God's Plan,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169,audio_features,6DCZcSspjsKoFjzjrWoCdn,spotify:track:6DCZcSspjsKoFjzjrWoCdn,https://api.spotify.com/v1/tracks/6DCZcSspjsKoFjzjrWoCdn,https://api.spotify.com/v1/audio-analysis/6DCZcSspjsKoFjzjrWoCdn,198973,4,84,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
Don't Let Me Down,0.542,0.859,11,-5.651,1,0.197,0.16,0.00466,0.137,0.403,159.797,audio_features,0QsvXIfqM0zZoerQfsI9lm,spotify:track:0QsvXIfqM0zZoerQfsI9lm,https://api.spotify.com/v1/tracks/0QsvXIfqM0zZoerQfsI9lm,https://api.spotify.com/v1/audio-analysis/0QsvXIfqM0zZoerQfsI9lm,208053,4,41,"['electropop', 'pop', 'tropical house']"
Thrift Shop (feat. Wanz),0.781,0.526,6,-6.985,0,0.293,0.0619,0.0,0.0457,0.662,94.992,audio_features,3AYcyxEACnmE6d96RPubID,spotify:track:3AYcyxEACnmE6d96RPubID,https://api.spotify.com/v1/tracks/3AYcyxEACnmE6d96RPubID,https://api.spotify.com/v1/audio-analysis/3AYcyxEACnmE6d96RPubID,235613,4,70,"['dance pop', 'pop', 'pop rap']"
rockstar (feat. 21 Savage),0.585,0.52,5,-6.136,0,0.0712,0.124,7.01e-05,0.131,0.129,159.801,audio_features,0e7ipj03S05BNilyu5bRzt,spotify:track:0e7ipj03S05BNilyu5bRzt,https://api.spotify.com/v1/tracks/0e7ipj03S05BNilyu5bRzt,https://api.spotify.com/v1/audio-analysis/0e7ipj03S05BNilyu5bRzt,218147,4,87,"['dfw rap', 'melodic rap', 'rap']"
Grenade,0.706,0.558,2,-7.237,0,0.0593,0.146,0.0,0.118,0.227,110.443,audio_features,4lLtanYk6tkMvooU0tWzG8,spotify:track:4lLtanYk6tkMvooU0tWzG8,https://api.spotify.com/v1/tracks/4lLtanYk6tkMvooU0tWzG8,https://api.spotify.com/v1/audio-analysis/4lLtanYk6tkMvooU0tWzG8,223253,4,74,"['dance pop', 'pop', 'post-teen pop']"
I Took A Pill In Ibiza - Seeb Remix,0.663,0.713,7,-6.647,0,0.112,0.0353,7.68e-06,0.0843,0.69,101.965,audio_features,1MtUq6Wp1eQ8PC6BbPCj8P,spotify:track:1MtUq6Wp1eQ8PC6BbPCj8P,https://api.spotify.com/v1/tracks/1MtUq6Wp1eQ8PC6BbPCj8P,https://api.spotify.com/v1/audio-analysis/1MtUq6Wp1eQ8PC6BbPCj8P,197933,4,71,"['dance pop', 'pop', 'pop rap']"
Despacito,0.655,0.797,2,-4.787,1,0.153,0.198,0.0,0.067,0.839,177.928,audio_features,6habFhsOp2NvshLv26DqMb,spotify:track:6habFhsOp2NvshLv26DqMb,https://api.spotify.com/v1/tracks/6habFhsOp2NvshLv26DqMb,https://api.spotify.com/v1/audio-analysis/6habFhsOp2NvshLv26DqMb,229360,4,78,"['latin', 'latin pop', 'puerto rican pop', 'tropical']"
HUMBLE.,0.908,0.621,1,-6.638,0,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,audio_features,7KXjTSCq5nL1LoYtL7XAwS,spotify:track:7KXjTSCq5nL1LoYtL7XAwS,https://api.spotify.com/v1/tracks/7KXjTSCq5nL1LoYtL7XAwS,https://api.spotify.com/v1/audio-analysis/7KXjTSCq5nL1LoYtL7XAwS,177000,4,82,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
Old Town Road - Remix,0.878,0.619,6,-5.56,1,0.102,0.0533,0.0,0.113,0.639,136.041,audio_features,2YpeDb67231RjR0MgVLzsG,spotify:track:2YpeDb67231RjR0MgVLzsG,https://api.spotify.com/v1/tracks/2YpeDb67231RjR0MgVLzsG,https://api.spotify.com/v1/audio-analysis/2YpeDb67231RjR0MgVLzsG,157067,4,87,"['country rap', 'lgbtq+ hip hop', 'pop rap']"
Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),0.766,0.873,11,-6.381,0,0.143,0.00627,0.0,0.0764,0.743,126.988,audio_features,2Cd9iWfcOpGDHLz6tVA3G4,spotify:track:2Cd9iWfcOpGDHLz6tVA3G4,https://api.spotify.com/v1/tracks/2Cd9iWfcOpGDHLz6tVA3G4,https://api.spotify.com/v1/audio-analysis/2Cd9iWfcOpGDHLz6tVA3G4,202627,4,77,"['colombian pop', 'dance pop', 'latin', 'latin pop', 'pop']"
Danza Kuduro,0.4,0.915,0,-4.89,1,0.28,0.0846,0.0,0.0503,0.878,88.917,audio_features,2a1o6ZejUi8U3wzzOtCOYw,spotify:track:2a1o6ZejUi8U3wzzOtCOYw,https://api.spotify.com/v1/tracks/2a1o6ZejUi8U3wzzOtCOYw,https://api.spotify.com/v1/audio-analysis/2a1o6ZejUi8U3wzzOtCOYw,198773,3,74,"['latin', 'latin hip hop', 'puerto rican pop', 'reggaeton', 'tropical']"
Dark Horse,0.645,0.585,6,-6.122,1,0.0513,0.00314,0.0,0.165,0.353,131.931,audio_features,5jrdCoLpJSvHHorevXBATy,spotify:track:5jrdCoLpJSvHHorevXBATy,https://api.spotify.com/v1/tracks/5jrdCoLpJSvHHorevXBATy,https://api.spotify.com/v1/audio-analysis/5jrdCoLpJSvHHorevXBATy,215672,4,76,"['dance pop', 'pop', 'post-teen pop']"
Cheap Thrills,0.628,0.698,6,-5.608,0,0.105,0.0472,0.00143,0.0907,0.732,89.976,audio_features,27SdWb2rFzO6GWiYDBTD9j,spotify:track:27SdWb2rFzO6GWiYDBTD9j,https://api.spotify.com/v1/tracks/27SdWb2rFzO6GWiYDBTD9j,https://api.spotify.com/v1/audio-analysis/27SdWb2rFzO6GWiYDBTD9j,211667,4,75,"['australian dance', 'australian pop', 'dance pop', 'pop']"
Uptown Funk (feat. Bruno Mars),0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,audio_features,32OlwWuMpZ6b0aN2RZOeMS,spotify:track:32OlwWuMpZ6b0aN2RZOeMS,https://api.spotify.com/v1/tracks/32OlwWuMpZ6b0aN2RZOeMS,https://api.spotify.com/v1/audio-analysis/32OlwWuMpZ6b0aN2RZOeMS,269667,4,80,"['dance pop', 'pop', 'post-teen pop']"
Despacito - Remix,0.649,0.798,2,-4.346,1,0.178,0.226,0.0,0.0711,0.857,177.899,audio_features,1vnnXMrBeEWiRg3YCMCjQq,spotify:track:1vnnXMrBeEWiRg3YCMCjQq,https://api.spotify.com/v1/tracks/1vnnXMrBeEWiRg3YCMCjQq,https://api.spotify.com/v1/audio-analysis/1vnnXMrBeEWiRg3YCMCjQq,230413,4,72,"['latin', 'latin pop', 'puerto rican pop', 'tropical']"
Only Girl (In The World),0.789,0.716,11,-4.241,0,0.0434,0.13,1.09e-05,0.069,0.609,125.91,audio_features,0AH6WMe3OlAlUb5miXt2FQ,spotify:track:0AH6WMe3OlAlUb5miXt2FQ,https://api.spotify.com/v1/tracks/0AH6WMe3OlAlUb5miXt2FQ,https://api.spotify.com/v1/audio-analysis/0AH6WMe3OlAlUb5miXt2FQ,235493,4,71,"['barbadian pop', 'dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']"
Psycho (feat. Ty Dolla $ign),0.75,0.56,8,-8.094,1,0.105,0.546,0.0,0.111,0.459,140.06,audio_features,3swc6WTsr7rl9DqQKQA55C,spotify:track:3swc6WTsr7rl9DqQKQA55C,https://api.spotify.com/v1/tracks/3swc6WTsr7rl9DqQKQA55C,https://api.spotify.com/v1/audio-analysis/3swc6WTsr7rl9DqQKQA55C,221440,4,81,"['dfw rap', 'melodic rap', 'rap']"
"Happy - From ""Despicable Me 2""",0.647,0.822,5,-4.662,0,0.183,0.219,0.0,0.0908,0.962,160.019,audio_features,5b88tNINg4Q4nrRbrCXUmg,spotify:track:5b88tNINg4Q4nrRbrCXUmg,https://api.spotify.com/v1/tracks/5b88tNINg4Q4nrRbrCXUmg,https://api.spotify.com/v1/audio-analysis/5b88tNINg4Q4nrRbrCXUmg,232720,4,35,"['dance pop', 'pop', 'pop rap']"
On The Floor - Radio Edit,0.758,0.686,11,-6.346,1,0.0792,0.0848,0.00127,0.142,0.444,130.007,audio_features,0Oe49j06Bjrxs8PltuVeaW,spotify:track:0Oe49j06Bjrxs8PltuVeaW,https://api.spotify.com/v1/tracks/0Oe49j06Bjrxs8PltuVeaW,https://api.spotify.com/v1/audio-analysis/0Oe49j06Bjrxs8PltuVeaW,230907,4,73,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'urban contemporary']"
Starships,0.747,0.716,11,-2.457,0,0.075,0.135,0.0,0.251,0.751,125.008,audio_features,1oHNvJVbFkexQc0BpQp7Y4,spotify:track:1oHNvJVbFkexQc0BpQp7Y4,https://api.spotify.com/v1/tracks/1oHNvJVbFkexQc0BpQp7Y4,https://api.spotify.com/v1/audio-analysis/1oHNvJVbFkexQc0BpQp7Y4,210627,4,68,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'queens hip hop']"
Whistle,0.747,0.937,0,-5.746,1,0.0453,0.0208,0.0,0.29,0.739,103.976,audio_features,3bC1ahPIYt1btJzSSEyyrF,spotify:track:3bC1ahPIYt1btJzSSEyyrF,https://api.spotify.com/v1/tracks/3bC1ahPIYt1btJzSSEyyrF,https://api.spotify.com/v1/audio-analysis/3bC1ahPIYt1btJzSSEyyrF,224653,4,74,"['dance pop', 'edm', 'miami hip hop', 'pop', 'pop rap', 'post-teen pop']"
Party Rock Anthem,0.751,0.736,5,-4.168,0,0.156,0.0206,0.0,0.265,0.352,130.014,audio_features,4650WGL6InVqP7YN5POqIz,spotify:track:4650WGL6InVqP7YN5POqIz,https://api.spotify.com/v1/tracks/4650WGL6InVqP7YN5POqIz,https://api.spotify.com/v1/audio-analysis/4650WGL6InVqP7YN5POqIz,262147,4,56,"['dance pop', 'pop', 'pop rap']"
In My Feelings,0.835,0.626,1,-5.833,1,0.125,0.0589,6e-05,0.396,0.35,91.03,audio_features,2G7V7zsVDxg1yRsu7Ew9RJ,spotify:track:2G7V7zsVDxg1yRsu7Ew9RJ,https://api.spotify.com/v1/tracks/2G7V7zsVDxg1yRsu7Ew9RJ,https://api.spotify.com/v1/audio-analysis/2G7V7zsVDxg1yRsu7Ew9RJ,217925,4,81,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
Something Just Like This,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,audio_features,6RUKPb4LETWmmr3iAEQktW,spotify:track:6RUKPb4LETWmmr3iAEQktW,https://api.spotify.com/v1/tracks/6RUKPb4LETWmmr3iAEQktW,https://api.spotify.com/v1/audio-analysis/6RUKPb4LETWmmr3iAEQktW,247160,4,82,"['electropop', 'pop', 'tropical house']"
All of Me,0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,0.331,119.93,audio_features,3U4isOIWM3VvDubwSI3y7a,spotify:track:3U4isOIWM3VvDubwSI3y7a,https://api.spotify.com/v1/tracks/3U4isOIWM3VvDubwSI3y7a,https://api.spotify.com/v1/audio-analysis/3U4isOIWM3VvDubwSI3y7a,269560,4,84,"['neo mellow', 'neo soul', 'pop', 'r&b', 'urban contemporary']"
Let Her Go,0.509,0.538,7,-7.335,1,0.0572,0.385,0.0,0.104,0.244,75.089,audio_features,2jyjhRf6DVbMPU5zxagN2h,spotify:track:2jyjhRf6DVbMPU5zxagN2h,https://api.spotify.com/v1/tracks/2jyjhRf6DVbMPU5zxagN2h,https://api.spotify.com/v1/audio-analysis/2jyjhRf6DVbMPU5zxagN2h,252867,4,66,"['folk-pop', 'neo mellow', 'pop']"
Not Afraid,0.855,0.954,0,-1.19,0,0.264,0.529,0.0,0.205,0.668,114.635,audio_features,7Ie9W94M7OjPoZVV216Xus,spotify:track:7Ie9W94M7OjPoZVV216Xus,https://api.spotify.com/v1/tracks/7Ie9W94M7OjPoZVV216Xus,https://api.spotify.com/v1/audio-analysis/7Ie9W94M7OjPoZVV216Xus,248133,5,77,"['detroit hip hop', 'g funk', 'hip hop', 'rap']"
